2013-01-08 06:00:00.0,38.816667,38.783333,35.316667,37.183333,35.816667,35.450000,34.416667,33.983333,34.583333,37.583333,41.950000,41.566667,40.916667,36.716667,34.583333,34.650000,36.533333,37.483333,34.883333,37.183333,38.566667,36.200000,36.283333,37.116667,35.666667,35.233333,34.666667,35.766667,33.000000,34.500000,34.533333,35.700000,35.850000,36.583333,36.833333,16.950000,36.466667,37.950000,38.183333,37.716667,39.083333,36.016667,36.416667,39.250000,37.250000,37.316667,37.316667,38.433333,35.750000,36.483333,33.000000,33.666667
2013-01-08 06:05:00.0,38.116667,38.783333,36.483333,37.083333,36.733333,36.783333,33.916667,34.750000,34.466667,38.266667,43.200000,42.733333,41.150000,36.100000,36.700000,35.866667,36.316667,38.533333,35.566667,38.116667,39.166667,36.916667,37.800000,37.900000,35.200000,35.750000,34.666667,35.066667,33.283333,33.933333,33.933333,37.066667,36.400000,40.650000,37.566667,17.316667,36.333333,37.233333,41.333333,37.733333,37.000000,36.916667,37.650000,39.733333,38.700000,38.133333,37.150000,40.833333,36.616667,36.100000,33.016667,33.350000
2013-01-08 06:10:00.0,38.633333,38.783333,37.550000,37.866667,38.383333,37.250000,34.833333,34.200000,33.966667,39.033333,45.283333,42.550000,41.200000,37.766667,38.416667,36.366667,37.633333,37.700000,38.733333,38.566667,37.866667,36.950000,40.950000,37.700000,35.150000,34.850000,34.666667,35.166667,34.316667,34.050000,33.766667,37.283333,35.800000,38.016667,37.433333,17.616667,38.400000,39.816667,42.450000,38.683333,37.233333,37.266667,37.233333,40.050000,39.316667,37.700000,38.033333,39.000000,36.450000,37.633333,32.750000,34.100000
2013-01-08 06:15:00.0,38.716667,38.783333,38.333333,37.666667,38.183333,38.050000,35.983333,35.500000,33.883333,38.250000,44.433333,42.066667,42.000000,37.166667,38.400000,37.916667,38.366667,38.233333,40.683333,39.666667,38.550000,37.133333,42.166667,37.950000,35.516667,36.566667,34.666667,34.500000,34.283333,34.016667,34.783333,36.983333,35.550000,36.916667,38.300000,18.000000,39.133333,40.866667,43.933333,38.283333,40.516667,37.616667,37.566667,40.566667,40.300000,38.200000,37.766667,40.400000,37.116667,39.433333,32.966667,33.683333
2013-01-08 06:20:00.0,38.566667,38.783333,39.650000,37.866667,39.966667,39.483333,38.050000,36.700000,35.483333,38.933333,46.766667,42.050000,41.216667,43.733333,39.416667,38.633333,38.250000,38.216667,40.883333,40.016667,43.016667,36.600000,42.783333,38.316667,35.633333,34.516667,34.666667,34.066667,34.800000,34.966667,35.916667,37.033333,36.566667,36.733333,39.233333,17.850000,40.616667,39.283333,44.483333,39.650000,39.333333,38.516667,39.050000,41.166667,42.283333,39.983333,37.233333,40.533333,38.150000,38.366667,32.666667,32.750000
2013-01-08 06:25:00.0,40.016667,38.783333,39.500000,39.300000,40.700000,39.183333,38.216667,37.300000,36.166667,38.950000,46.816667,41.216667,40.550000,37.300000,38.600000,38.666667,38.550000,38.616667,39.466667,40.150000,43.250000,37.150000,41.883333,40.000000,35.883333,36.733333,34.666667,35.616667,34.650000,35.400000,36.050000,37.583333,36.883333,42.633333,39.166667,18.100000,42.466667,37.716667,45.283333,40.183333,38.633333,40.250000,38.200000,41.766667,41.450000,41.016667,35.333333,39.733333,36.616667,38.933333,32.600000,33.516667
2013-01-08 06:30:00.0,40.550000,38.783333,38.983333,40.250000,39.500000,39.100000,38.533333,37.333333,37.000000,39.433333,51.933333,40.933333,40.566667,39.933333,38.566667,38.050000,37.266667,38.966667,41.000000,41.050000,44.033333,37.683333,43.183333,39.883333,36.466667,36.733333,34.666667,35.200000,35.216667,36.600000,35.850000,38.383333,36.733333,39.066667,41.483333,18.433333,40.266667,39.166667,46.116667,41.016667,39.233333,39.883333,39.550000,42.833333,48.633333,41.633333,36.866667,39.150000,37.566667,38.966667,32.600000,33.450000
2013-01-08 06:35:00.0,40.333333,38.783333,39.983333,39.316667,41.350000,40.116667,38.900000,37.183333,37.666667,40.200000,52.750000,40.850000,40.983333,37.416667,38.116667,41.716667,38.000000,38.483333,41.316667,41.233333,43.900000,37.616667,40.400000,39.950000,37.000000,35.600000,34.666667,36.466667,35.716667,37.050000,35.633333,38.550000,38.333333,38.133333,44.050000,19.016667,40.716667,41.466667,46.766667,40.716667,38.850000,41.050000,39.983333,43.966667,46.150000,42.783333,35.533333,39.983333,39.233333,38.933333,32.533333,32.433333
2013-01-08 06:40:00.0,39.916667,38.783333,41.200000,39.450000,41.866667,40.033333,39.183333,38.283333,38.600000,38.500000,55.016667,41.000000,40.750000,38.766667,39.100000,38.700000,38.383333,38.066667,38.850000,40.483333,43.516667,37.983333,39.433333,40.350000,36.966667,36.033333,34.666667,38.366667,35.433333,36.750000,36.100000,38.566667,37.783333,39.650000,45.500000,19.950000,40.183333,41.833333,46.716667,41.083333,38.533333,42.650000,40.500000,46.533333,48.350000,40.533333,36.300000,40.700000,40.716667,39.583333,32.600000,32.816667
2013-01-08 06:45:00.0,40.933333,38.783333,41.100000,40.183333,42.050000,39.500000,40.366667,39.183333,38.750000,40.683333,47.700000,41.633333,39.933333,38.716667,38.666667,39.566667,38.150000,38.366667,40.016667,41.816667,44.583333,38.233333,41.900000,40.266667,38.250000,37.233333,34.666667,38.700000,35.816667,37.483333,36.366667,37.366667,38.200000,40.383333,49.783333,20.616667,45.166667,42.633333,49.566667,41.266667,39.183333,42.500000,41.266667,50.816667,47.783333,39.650000,35.600000,41.583333,41.466667,40.883333,32.466667,33.566667
2013-01-08 06:50:00.0,40.950000,38.783333,41.200000,39.733333,41.133333,40.316667,39.933333,39.483333,38.666667,41.466667,44.666667,42.516667,39.516667,37.983333,39.950000,39.133333,38.833333,39.233333,40.666667,42.850000,44.916667,38.600000,44.916667,39.516667,39.550000,35.933333,34.666667,39.700000,36.133333,37.983333,37.250000,38.850000,38.433333,42.150000,51.483333,21.883333,46.433333,44.066667,49.366667,42.466667,40.833333,43.033333,41.500000,49.783333,46.566667,40.416667,36.783333,43.066667,41.816667,41.783333,32.616667,33.133333
2013-01-08 06:55:00.0,40.983333,38.783333,40.916667,40.516667,42.116667,40.333333,40.450000,40.766667,38.450000,41.433333,44.816667,43.566667,40.900000,39.500000,40.016667,38.850000,39.633333,40.133333,41.833333,43.383333,45.950000,39.366667,44.466667,41.050000,40.183333,37.916667,34.666667,37.883333,36.216667,37.583333,37.250000,38.833333,40.850000,45.016667,53.000000,22.000000,50.300000,41.516667,50.450000,42.416667,42.716667,44.283333,43.433333,52.400000,49.316667,41.716667,37.800000,44.716667,42.633333,43.233333,32.750000,32.616667
2013-01-08 07:00:00.0,44.283333,38.783333,41.516667,39.416667,42.583333,42.016667,39.933333,41.333333,39.500000,41.250000,44.183333,42.783333,40.383333,42.283333,41.733333,37.566667,40.066667,41.866667,42.083333,43.516667,47.000000,39.366667,44.833333,41.616667,41.166667,37.900000,34.666667,38.666667,37.216667,37.666667,37.566667,40.466667,41.433333,46.900000,55.033333,22.100000,46.666667,42.900000,52.116667,43.483333,41.300000,44.316667,44.150000,52.683333,53.200000,43.866667,36.150000,45.550000,44.100000,42.516667,32.550000,32.683333
2013-01-08 07:05:00.0,44.550000,38.783333,41.466667,41.566667,42.366667,42.166667,41.383333,42.666667,40.683333,42.950000,43.333333,43.416667,40.233333,44.100000,43.766667,39.283333,40.283333,42.116667,42.616667,44.333333,50.550000,39.883333,44.783333,42.416667,44.183333,39.583333,34.666667,41.650000,36.700000,37.716667,37.516667,41.333333,39.366667,48.200000,53.700000,23.166667,48.266667,43.150000,54.300000,44.150000,42.166667,48.700000,44.083333,56.233333,52.016667,46.116667,36.350000,45.866667,48.316667,43.800000,32.616667,33.316667
2013-01-08 07:10:00.0,45.666667,38.783333,42.083333,42.916667,42.900000,41.950000,41.233333,41.600000,40.400000,44.316667,42.466667,44.500000,40.383333,41.100000,45.700000,39.600000,41.050000,43.400000,47.900000,47.016667,50.300000,40.383333,45.083333,43.233333,44.300000,38.333333,34.666667,40.600000,37.133333,37.650000,38.616667,42.283333,40.866667,52.833333,53.716667,23.933333,47.550000,44.550000,54.716667,44.950000,43.933333,46.883333,47.550000,55.483333,52.683333,45.916667,38.833333,46.650000,45.016667,44.233333,32.750000,32.850000
2013-01-08 07:15:00.0,45.100000,38.783333,42.566667,44.483333,45.000000,43.233333,41.816667,41.566667,40.516667,44.683333,43.866667,44.083333,40.283333,44.133333,46.416667,39.950000,41.450000,43.383333,49.966667,46.200000,52.566667,40.850000,46.683333,43.316667,46.866667,39.766667,34.666667,39.583333,37.750000,38.750000,39.333333,42.816667,40.800000,52.183333,54.016667,24.116667,52.750000,44.916667,54.666667,45.633333,41.783333,48.100000,48.483333,55.716667,52.266667,49.283333,39.000000,48.483333,45.700000,45.566667,32.283333,32.633333
2013-01-08 07:20:00.0,47.350000,38.783333,45.033333,45.033333,47.550000,44.466667,43.150000,45.950000,41.400000,45.800000,41.466667,44.833333,39.533333,44.866667,49.650000,40.700000,42.316667,44.600000,52.533333,46.500000,50.966667,40.583333,46.633333,43.433333,48.616667,39.616667,34.666667,40.716667,39.266667,39.283333,39.616667,42.383333,41.516667,48.716667,54.233333,24.383333,53.316667,45.600000,53.350000,45.166667,45.200000,47.616667,49.833333,55.316667,51.366667,45.366667,39.216667,49.000000,49.133333,45.433333,32.116667,32.633333
